Consultant.Name,Recruiter,CreatedDateTime,Organization.Name,Count,KeyTags
GuruPrasad Anumula,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-27T11:21:09.717Z,Rig Enterprise App Pvt. Ltd.,3,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""ms.net framework"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""asp.net mvc 4"",""wcf services"",""web services"",""order entry"",""asp.net mvc"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""bootstrap"",""framework"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""ado.net"",""windows"",""asp.net"",""ms-sql"",""oracle"",""jquery"",""vb.net"",""t-sql"",""html5"",""kendo"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
suma bindu,"{""_id"":""5937c75625f57f0a6429a9bc"",""ModifiedDateTime"":{""$date"":""2017-06-07T11:20:49.261Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""71334"",""Contact"":{""Name"":""Sanvitha Sandy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sanvitha@mailinator.com"",""FirstName"":""Sanvithi"",""LastName"":""Sandy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-12T09:42:19.073Z,New Company,1,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""ms.net framework"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""asp.net mvc 4"",""wcf services"",""web services"",""order entry"",""asp.net mvc"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""bootstrap"",""framework"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""ado.net"",""windows"",""asp.net"",""ms-sql"",""oracle"",""jquery"",""vb.net"",""t-sql"",""html5"",""kendo"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
Rajeshwar Guggilla,"{""_id"":""5927f2a925f57d33d848bda0""}",2017-08-08T07:20:38.120Z,New Company,5,"[""management"",""material master"",""automation"",""sap is-oil"",""transport"",""refining"",""sap 4.7c"",""bitumen"",""billing"",""sap ecc"",""is-oil"",""sap is"",""sap mm"",""ricef"",""tsw"",""ecc"",""hpm"",""fi"",""sap""]"
Js Bruno,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-12T10:36:31.089Z,Rig Enterprise App Pvt. Ltd.,1,"[""software development life cycle"",""service oriented architecture"",""java web application"",""dependency injection"",""document generation"",""software development"",""j2ee architecture"",""struts frameworks"",""service locator"",""web application"",""user interface"",""web services"",""remediation"",""spring dao"",""java/j2ee"",""hibernate"",""servlets"",""weblogic"",""web 2.0"",""ejb 1.2"",""apache"",""jquery"",""oracle"",""tomcat"",""struts"",""radar"",""agile"",""junit"",""j2ee"",""uddi"",""sdlc"",""java"",""cots"",""soa"",""gui"",""api"",""jpa"",""jsp"",""xml""]"
Sowmya  RK,"{""_id"":""5927f2a925f57d33d848bda0""}",2017-06-12T10:37:14.199Z,New Company,1,"[""onsite-offshore co-ordination"",""external definitions"",""causal analysis"",""sap master data"",""craftsmanship"",""system design"",""deliverables"",""sap srm 7.0"",""crossworlds"",""production"",""inventory"",""mq series"",""sap fico"",""ansi x12"",""analysis"",""sap r/3"",""edifact"",""vendors"",""payroll"",""sap crm"",""sap ecc"",""sap fs"",""sap bi"",""xi 3.0"",""oracle"",""sphere"",""sap xi"",""juris"",""fs-cd"",""lean"",""wsdl"",""ipad"",""java"",""unix"",""jdbc"",""sftp"",""abap"",""bdc"",""pgp"",""ras"",""as2"",""edi"",""ics"",""srm"",""crm"",""ecc"",""b2b"",""jms"",""sap"",""pr"",""qa""]"
tester Arun,"{""_id"":""5927f2a925f57d33d848bda0""}",2017-06-12T10:37:34.214Z,New Company,1,"[""onsite-offshore co-ordination"",""external definitions"",""causal analysis"",""sap master data"",""craftsmanship"",""system design"",""deliverables"",""sap srm 7.0"",""crossworlds"",""production"",""inventory"",""mq series"",""sap fico"",""ansi x12"",""analysis"",""sap r/3"",""edifact"",""vendors"",""payroll"",""sap crm"",""sap ecc"",""sap fs"",""sap bi"",""xi 3.0"",""oracle"",""sphere"",""sap xi"",""juris"",""fs-cd"",""lean"",""wsdl"",""ipad"",""java"",""unix"",""jdbc"",""sftp"",""abap"",""bdc"",""pgp"",""ras"",""as2"",""edi"",""ics"",""srm"",""crm"",""ecc"",""b2b"",""jms"",""sap"",""pr"",""qa""]"
Rajeshwar Guggilla,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-12T10:54:43.168Z,Rig Enterprise App Pvt. Ltd.,1,"[""management"",""material master"",""automation"",""sap is-oil"",""transport"",""refining"",""sap 4.7c"",""bitumen"",""billing"",""sap ecc"",""is-oil"",""sap is"",""sap mm"",""ricef"",""tsw"",""ecc"",""hpm"",""fi"",""sap""]"
Vineel Macchagiri,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-04T06:57:53.920Z,Rig Enterprise App Pvt. Ltd.,7,"[""scrutinizing management"",""macromedia dreamweaver"",""cloud computing"",""web solutions"",""android app"",""robotics"",""android"",""windows"",""rfid"",""java"",""asp"",""ics""]"
Rithika Abhinayan,"{""_id"":""593e9ad8d864c219ec478c04"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""IsVisibleToEmployer"":false,""QBUserId"":""71501"",""Contact"":{""Name"":""Abc Cba"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""akhil58@yopmail.com"",""MobileNo"":""+11234567892"",""FirstName"":""Abc"",""LastName"":""Cba"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-13T08:33:56.874Z,yopmail,3,"[""management"",""business objects xi 3.1"",""web intelligence basic"",""sql stored procedures"",""crystal reports 2008"",""reports development"",""reporting solutions"",""information design"",""stored procedures"",""capacity planning"",""sap configuration"",""demand management"",""server management"",""web intelligence"",""business objects"",""detailed design"",""informatica 8.6"",""javascript j2ee"",""crystal reports"",""best practices"",""specifications"",""audit reports"",""redhat linux"",""diagnostic"",""universe"",""xcelsius"",""java sdk"",""solaris"",""tableau"",""retail"",""tomcat"",""sap bi"",""oracle"",""xi 3.1"",""basic"",""drill"",""bo xi"",""html"",""j2ee"",""java"",""pvcs"",""row"",""aix"",""rdt"",""sql"",""ppm"",""etl"",""qc""]"
,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-13T07:11:00.886Z,Rig Enterprise App Pvt. Ltd.,1,"[""oracle applications"",""operating system"",""oracle apps r12"",""rice components"",""custom reports"",""customization"",""oracle apps"",""modules"",""windows"",""writing"",""pl/sql"",""oracle"",""xml"",""sql"",""r12""]"
,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-29T05:18:53.725Z,Rig Enterprise App Pvt. Ltd.,2,"[""software development life cycle"",""j2ee design patterns"",""test specification"",""sequence diagrams"",""struts framework"",""spring framework"",""system testing"",""re-engineering"",""business logic"",""data access"",""eclipse 3.0"",""e-commerce"",""junit 3.0"",""websphere"",""framework"",""mainframe"",""hibernate"",""java ide"",""jdbc api"",""servlets"",""modules"",""eclipse"",""testing"",""oracle"",""sphere"",""pl/sql"",""struts"",""excel"",""ascii"",""cobol"",""junit"",""jboss"",""ejbs"",""http"",""wsad"",""html"",""jdbc"",""j2ee"",""java"",""sdlc"",""mvc"",""dao"",""orm"",""jms"",""db2"",""sql"",""ide"",""api"",""css"",""jsp"",""uml""]"
Ramesh Annam,"{""_id"":""593fbaddd864c10d7c698677""}",2017-06-13T10:38:08.904Z,amail,1,[]
Sri Satya,"{""_id"":""593fbaddd864c10d7c698677""}",2017-06-13T10:38:52.483Z,amail,1,"[""business transformation"",""dependency injection"",""methods development"",""system maintenance"",""web application"",""maintenance"",""spring core"",""spring ioc"",""production"",""maven 3.0"",""hibernate"",""jdom api"",""servlets"",""redesign"",""eclipse"",""ibm db2"",""jquery"",""pl/sql"",""jax-rs"",""struts"",""j2ee"",""jdbc"",""soap"",""unix"",""java"",""sql"",""xml"",""soa"",""crd"",""api"",""dao"",""jsf"",""jsp""]"
Jagadish R R,"{""_id"":""5927f3cad864c11868eedbfc"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/5927f3cad864c11868eedbfc.png?v=20170802142318"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70970"",""Contact"":{""Name"":""Gowri RR"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""gowri@nada.email"",""MobileNo"":"""",""FirstName"":""Gowri"",""LastName"":""RR"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-13T12:09:45.917Z,Nadaa,1,"[""bugzilla"",""redmine"",""qa""]"
Nag Raj,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-13T13:36:28.472Z,Rig Enterprise App Pvt. Ltd.,1,"[""management"",""engineering change management"",""requirements traceability"",""sap materials management"",""delivery performance kpi"",""inventory management"",""production planning"",""sap implementation"",""order processing"",""pharmaceuticals"",""sarbanes-oxley"",""consumer goods"",""customization"",""manufacturing"",""supply chain"",""realization"",""ibm as/400"",""healthcare"",""production"",""automotive"",""six sigma"",""transport"",""inventory"",""logistics"",""assembly"",""pre-sale"",""cad/cam"",""pro pdm"",""sap r/3"",""storage"",""sap scm"",""sap hana"",""ecc6.0"",""sap mm"",""fi/co"",""html5"",""lean"",""tank"",""idoc"",""hpqc"",""html"",""cnc"",""pdm"",""mrp"",""rfq"",""sox"",""pro"",""ich"",""rtm"",""bom"",""gis"",""b2b"",""uat"",""gts"",""bpc"",""ecc"",""erp"",""ios"",""edi"",""plm"",""srm"",""snp"",""sap""]"
ARPITHA H,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-10T13:12:06.331Z,Rig Enterprise App Pvt. Ltd.,14,"[""management"",""oracle primavera enterprise project portfolio management"",""oracle human capital management"",""project portfolio management"",""security operations center"",""teradata data warehouse"",""user behavior analytics"",""data access analytics"",""security information"",""data loss prevention"",""oracle primavera p6"",""internet explorer"",""event management"",""business objects"",""data warehouse"",""user behavior"",""trizetto qnxt"",""apache tomcat"",""ms sharepoint"",""web services"",""iis server"",""xml editor"",""windows xp"",""javascript"",""oracle hcm"",""ms project"",""jboss eap"",""ms office"",""primavera"",""waterfall"",""weblogic"",""servlets"",""pharmacy"",""ms visio"",""big data"",""c# .net"",""swagger"",""empower"",""eclipse"",""windows"",""oracle"",""struts"",""hadoop"",""hipaa"",""agile"",""ccms"",""perl"",""wsdl"",""sops"",""lync"",""raid"",""nist"",""birt"",""epic"",""qnxt"",""json"",""ajax"",""soap"",""j2ee"",""java"",""jira"",""html"",""soc"",""qsc"",""dlp"",""poc"",""roi"",""etl"",""css"",""xml"",""jsp"",""php"",""yui"",""erp""]"
srinu reddy,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-07-10T12:33:20.467Z,Rig Enterprise App Pvt. Ltd.,3,"[""microsoft enterprise library"",""user defined functions"",""team foundation server"",""collateral management"",""inventory management"",""session management"",""visual studio 2010"",""sql server 2008 r2"",""visual studio 2008"",""enterprise library"",""stored procedures"",""ms.net framework"",""windows services"",""entity framework"",""sql server 2005"",""wcf web service"",""decomposition"",""visual studio"",""asp.net mvc 4"",""wcf services"",""web services"",""order entry"",""asp.net mvc"",""management"",""mainframes"",""sql server"",""javascript"",""inventory"",""bootstrap"",""framework"",""kendo ui"",""tune sql"",""outlook"",""iis 6.0"",""testing"",""ado.net"",""windows"",""asp.net"",""ms-sql"",""oracle"",""jquery"",""vb.net"",""t-sql"",""html5"",""kendo"",""html"",""ssis"",""db2"",""sql"",""xml"",""css"",""mvc"",""wcf"",""qa"",""c#""]"
Jagadish R R,"{""_id"":""59255b98d864c31bc0c209db"",""ModifiedDateTime"":{""$date"":""2017-07-07T13:57:23.451Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""recruiter"",""QBUserId"":""70924"",""Contact"":{""Name"":""govind pokuri"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""govind@rigaps.com"",""MobileNo"":"""",""FirstName"":""govind"",""LastName"":""pokuri"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-14T10:18:30.698Z,Rig Enterprise App Pvt. Ltd.,1,"[""bugzilla"",""redmine"",""qa""]"
shivendra singh,"{""_id"":""593b9f02d864c110d45c3ae8""}",2017-06-14T10:22:51.356Z,Abrakadabra,1,"[""service oriented architecture"",""managing amazon web services"",""test driven development"",""enterprise java beans"",""dependency injection"",""hibernate filters"",""quality assurance"",""stored procedures"",""sequence diagrams"",""banking software"",""continuous build"",""spring framework"",""customer portal"",""spring security"",""multithreading"",""sql management"",""user interface"",""websphere mq"",""spring batch"",""web services"",""data access"",""telematics"",""linux/unix"",""management"",""java beans"",""spring orm"",""healthcare"",""production"",""spring mvc"",""spring ioc"",""maintenance"",""tibco jms"",""web logic"",""hibernate"",""json api"",""medicaid"",""jenkins"",""windows"",""eclipse"",""testing"",""frames"",""bamboo"",""oracle"",""grails"",""tomcat"",""jquery"",""apache"",""struts"",""swing"",""html5"",""agile"",""log4j"",""mongo"",""maven"",""jboss"",""ejbs"",""j2ee"",""jira"",""json"",""unix"",""jdbc"",""ajax"",""wsdl"",""soap"",""java"",""awt"",""gui"",""api"",""vci"",""jpa"",""mvc"",""db2"",""sql"",""uml"",""tdd"",""orm"",""dao"",""git"",""soa"",""xml"",""jsf"",""jms"",""jsp""]"
Eturi Sravanthi,"{""_id"":""593b9f02d864c110d45c3ae8""}",2017-07-30T20:15:43.027Z,Abrakadabra,2,[]
Eturi Sravanthi,"{""_id"":""594139c4d864c2172ce9199e"",""ModifiedDateTime"":{""$date"":""2017-06-14T14:17:52.604Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""71536"",""Contact"":{""Name"":""divyaa chowdary"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""divyaa@getnada.com"",""MobileNo"":"""",""FirstName"":""divyaa"",""LastName"":""chowdary"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-14T13:42:05.076Z,Abrakadabra,1,[]
,"{""_id"":""594139c4d864c2172ce9199e"",""ModifiedDateTime"":{""$date"":""2017-06-14T14:17:52.604Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""71536"",""Contact"":{""Name"":""divyaa chowdary"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""divyaa@getnada.com"",""MobileNo"":"""",""FirstName"":""divyaa"",""LastName"":""chowdary"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-14T13:42:43.685Z,Abrakadabra,1,"[""software development life cycle"",""j2ee design patterns"",""test specification"",""sequence diagrams"",""struts framework"",""spring framework"",""system testing"",""re-engineering"",""business logic"",""data access"",""eclipse 3.0"",""e-commerce"",""junit 3.0"",""websphere"",""framework"",""mainframe"",""hibernate"",""java ide"",""jdbc api"",""servlets"",""modules"",""eclipse"",""testing"",""oracle"",""sphere"",""pl/sql"",""struts"",""excel"",""ascii"",""cobol"",""junit"",""jboss"",""ejbs"",""http"",""wsad"",""html"",""jdbc"",""j2ee"",""java"",""sdlc"",""mvc"",""dao"",""orm"",""jms"",""db2"",""sql"",""ide"",""api"",""css"",""jsp"",""uml""]"
Praveen Jogi,"{""_id"":""59253e87d864c31bc0c20040"",""ModifiedDateTime"":{""$date"":""2017-08-01T13:55:43.065Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253e87d864c31bc0c20040.png?v=20170609081907"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70906"",""Contact"":{""Name"":""Sowmya Reddy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sowmya@rigaps.com"",""MobileNo"":"""",""FirstName"":""Sowmya"",""LastName"":""Reddy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-14T13:43:26.904Z,Rig Enterprise App Pvt. Ltd.,2,"[""management"",""monitoring"",""version control tools"",""continuous integration"",""continuous delivery"",""apache web server"",""site maintenance"",""technical design"",""continuous build"",""ubuntu linux"",""web services"",""redhat rhel"",""build tools"",""amazon ec2"",""subversion"",""production"",""bitbucket"",""java/j2ee"",""managing"",""vagrant"",""jenkins"",""ansible"",""sphere"",""module"",""python"",""zabbix"",""puppet"",""apache"",""ubuntu"",""stage"",""gomez"",""maven"",""mrtg"",""jira"",""perl"",""rhel"",""java"",""noc"",""mws"",""tdi"",""rpm"",""svn"",""git"",""ec2"",""qa""]"
Sri Harsha,"{""_id"":""59253bf2d864c31bc0c1fe46"",""ModifiedDateTime"":{""$date"":""2017-06-29T10:30:27.888Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253bf2d864c31bc0c1fe46.png?v=20170804094809"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70897"",""Contact"":{""Name"":""vinu rec"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""vinurec@getnada.com"",""MobileNo"":""+16416464114"",""FirstName"":""vinu"",""LastName"":""rec"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-14T14:51:27.383Z,Abrakadabra,1,"[""windows operating systems"",""operating systems"",""quality assurance"",""product review"",""pvcs"",""qa""]"
Bojji Sai,"{""_id"":""5937c75625f57f0a6429a9bc"",""ModifiedDateTime"":{""$date"":""2017-06-07T11:20:49.261Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":"""",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""71334"",""Contact"":{""Name"":""Sanvitha Sandy"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""sanvitha@mailinator.com"",""FirstName"":""Sanvithi"",""LastName"":""Sandy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-15T07:47:32.540Z,New Company,1,
Js Bruno,"{""_id"":""5937c75625f57f0a6429a9bc""}",2017-06-15T07:52:11.525Z,New Company,1,"[""software development life cycle"",""service oriented architecture"",""java web application"",""dependency injection"",""document generation"",""software development"",""j2ee architecture"",""struts frameworks"",""service locator"",""web application"",""user interface"",""web services"",""remediation"",""spring dao"",""java/j2ee"",""hibernate"",""servlets"",""weblogic"",""web 2.0"",""ejb 1.2"",""apache"",""jquery"",""oracle"",""tomcat"",""struts"",""radar"",""agile"",""junit"",""j2ee"",""uddi"",""sdlc"",""java"",""cots"",""soa"",""gui"",""api"",""jpa"",""jsp"",""xml""]"
sachin d,"{""_id"":""5927f3cad864c11868eedbfc"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""JoiningDate"":{""$date"":""0001-01-01T00:00:00.000Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/5927f3cad864c11868eedbfc.png?v=20170802142318"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70970"",""Contact"":{""Name"":""Gowri RR"",""ModifiedDateTime"":{""$date"":""0001-01-01T00:00:00.000Z""},""Email"":""gowri@nada.email"",""MobileNo"":"""",""FirstName"":""Gowri"",""LastName"":""RR"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-06-30T08:07:44.185Z,Nadaa,14,"[""business transformation"",""dependency injection"",""methods development"",""system maintenance"",""web application"",""maintenance"",""spring core"",""spring ioc"",""production"",""maven 3.0"",""hibernate"",""jdom api"",""servlets"",""redesign"",""eclipse"",""ibm db2"",""jquery"",""pl/sql"",""jax-rs"",""struts"",""j2ee"",""jdbc"",""soap"",""unix"",""java"",""sql"",""xml"",""soa"",""crd"",""api"",""dao"",""jsf"",""jsp""]"
DURGA PRASAD,"{""_id"":""59253b6625f57f27a46e2382"",""ModifiedDateTime"":{""$date"":""2017-07-25T09:40:26.846Z""},""ProfilePicLink"":""https://onblickdevstorage.blob.core.windows.net/rigcontainer/59253b6625f57f27a46e2382.png?v=20170724092604"",""IsVisibleToEmployer"":false,""Designation"":""Recruiter"",""QBUserId"":""70893"",""Contact"":{""Name"":""Roja Gadireddy"",""Email"":""roja@rigaps.com"",""FirstName"":""Roja"",""LastName"":""Gadiredy"",""Group"":""Recruiter""},""AverageRating"":""NotRatedYet""}",2017-08-08T13:06:40.359Z,Rig Enterprise App Pvt. Ltd.,2,"[""unix shell programming"",""oracle apps r12"",""reconciliation"",""customization"",""xml publisher"",""oracle 11g"",""oracle 10g"",""sqlloader"",""analysis"",""kintana"",""oracle"",""pl/sql"",""inv"",""sql"",""r12""]"
Rajeshwar Guggilla,"{""_id"":""59426bee25f57d3004660082""}",2017-06-15T11:16:16.882Z,New Company,1,"[""management"",""material master"",""automation"",""sap is-oil"",""transport"",""refining"",""sap 4.7c"",""bitumen"",""billing"",""sap ecc"",""is-oil"",""sap is"",""sap mm"",""ricef"",""tsw"",""ecc"",""hpm"",""fi"",""sap""]"
paru paru,"{""_id"":""59426bee25f57d3004660082""}",2017-06-15T11:29:00.056Z,New Company,1,"[""functional specifications"",""test execution"",""manual testing"",""html"",""jira""]"
